ProductCode	MasterProductCode	ProductName	ProductAlternateName	UPC	SKU	ProductDescription	ProductAlternateDescription	ManufacturerCode	ManufacturerName	ManufacturerAlternateName	ProductHierarchyLevel1Code	ProductHierarchyLevel1Name	ProductHierarchyLevel1AlternateName	ProductHierarchyLevel2Code	ProductHierarchyLevel2Name	ProductHierarchyLevel2AlternateName	ProductHierarchyLevel3Code	ProductHierarchyLevel3Name	ProductHierarchyLevel3AlternateName	ProductHierarchyLevel4Code	ProductHierarchyLevel4Name	ProductHierarchyLevel4AlternateName	ProductHierarchyLevel5Code	ProductHierarchyLevel5Name	ProductHierarchyLevel5AlternateName	BrandHierarchyLevel1Code	BrandHierarchyLevel1Name	BrandHierarchyLevel1AlternateName	BrandHierarchyLevel2Code	BrandHierarchyLevel2Name	BrandHierarchyLevel2AlternateName	ProductUnitSizeCode	ProductUnitSizeName	ProductUnitSizeAlternateName	ProductUnitSize	ProductUnitUOM	PackageType	PackageSize	PackageUOM	PackageUnits	IsControlLabel	ProductCustomAttribute1Name	ProductCustomAttribute1Value	ProductCustomAttribute1AlternateValue	ProductCustomAttribute2Name	ProductCustomAttribute2Value	ProductCustomAttribute2AlternateValue	ProductCustomAttribute3Name	ProductCustomAttribute3Value	ProductCustomAttribute3AlternateValue	ProductCustomAttribute4Name	ProductCustomAttribute4Value	ProductCustomAttribute4AlternateValue	ProductCustomAttribute5Name	ProductCustomAttribute5Value	ProductCustomAttribute5AlternateValue	ProductCustomAttribute6Name	ProductCustomAttribute6Value	ProductCustomAttribute6AlternateValue	ProductCustomAttribute7Name	ProductCustomAttribute7Value	ProductCustomAttribute7AlternateValue	ProductCustomAttribute8Name	ProductCustomAttribute8Value	ProductCustomAttribute8AlternateValue	ProductCustomAttribute9Name	ProductCustomAttribute9Value	ProductCustomAttribute9AlternateValue	ProductCustomAttribute10Name	ProductCustomAttribute10Value	ProductCustomAttribute10AlternateValue	VendorCode	VendorName	LargeClusterStatus	MediumClusterStatus	SmallClusterStatus	EqualizedUnitsConversionFactor
70	48	New Item for insert only test	ew Item for insert only testN-ay	4000222070	321-70	New Item for insert only test	ew Item for insert only testN-ay	UNKNOWN	UNKNOWN	NKNOWNU-ay	UNKNOWN	UNKNOWN	NKNOWNU-ay	UNKNOWN	UNKNOWN	NKNOWNU-ay	UNKNOWN	UNKNOWN	NKNOWNU-ay	UNKNOWN	UNKNOWN	NKNOWNU-ay	UNKNOWN	UNKNOWN	NKNOWNU-ay	CL Brand One	CL Brand One	L Brand OneC-ay	CL Brand One	CL Brand One	L Brand OneC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.4	C3.4	3.4C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	UNKNOWN/INCONNU	UNKNOWN/INCONNU				9
100544	100544	MARS SNICKERS BAR 52G	ARS SNICKERS BAR 52GM-ay	5000100544	432-100544	MARS SNICKERS BAR 52G	ARS SNICKERS BAR 52GM-ay	MARS CANADA INC.	MARS CANADA INC.	ARS CANADA INC.M-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	268	REGULAR BARS	EGULAR BARSR-ay	268	REGULAR BARS	EGULAR BARSR-ay	268	REGULAR BARS	EGULAR BARSR-ay	SNICKERS	SNICKERS	NICKERSS-ay	SNICKERS	SNICKERS	NICKERSS-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.4	C3.4	3.4C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.2	C7.2	7.2C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.1	C10.1	10.1C-ay	MARS CANADA INC.	MARS CANADA INC.	Core	Core	Core	6
100752	100752	NESTLE KIT KAT 45G	ESTLE KIT KAT 45GN-ay	5000100752	432-100752	NESTLE KIT KAT 45G	ESTLE KIT KAT 45GN-ay	NESTLE CANADA INC.	NESTLE CANADA INC.	ESTLE CANADA INC.N-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	268	REGULAR BARS	EGULAR BARSR-ay	268	REGULAR BARS	EGULAR BARSR-ay	268	REGULAR BARS	EGULAR BARSR-ay	KIT KAT	KIT KAT	IT KATK-ay	KIT KAT	KIT KAT	IT KATK-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.1	C10.1	10.1C-ay	NESTLE CANADA INC.	NESTLE CANADA INC.	Core	Core	Core	7
101151	101151	WRIGLEYS EXCEL SPEARMINT 12P	RIGLEYS EXCEL SPEARMINT 12PW-ay	5000101151	432-101151	WRIGLEYS EXCEL SPEARMINT 12P	RIGLEYS EXCEL SPEARMINT 12PW-ay	WRIGLEY CANADA	WRIGLEY CANADA	RIGLEY CANADAW-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	157	GUM	UMG-ay	157	GUM	UMG-ay	157	GUM	UMG-ay	EXCEL	EXCEL	XCELE-ay	EXCEL	EXCEL	XCELE-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.3	C4.3	4.3C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	WRIGLEY CANADA	WRIGLEY CANADA	Core	Core	Core	8
101152	101152	WRIGLEYS EXCEL PEPPERMINT 12P	RIGLEYS EXCEL PEPPERMINT 12PW-ay	5000101152	432-101152	WRIGLEYS EXCEL PEPPERMINT 12P	RIGLEYS EXCEL PEPPERMINT 12PW-ay	WRIGLEY CANADA	WRIGLEY CANADA	RIGLEY CANADAW-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	157	GUM	UMG-ay	157	GUM	UMG-ay	157	GUM	UMG-ay	EXCEL	EXCEL	XCELE-ay	EXCEL	EXCEL	XCELE-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.4	C4.4	4.4C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.3	C8.3	8.3C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	WRIGLEY CANADA	WRIGLEY CANADA	Core	Core	Core	9
101418	101418	HERSHEY OH HENRY 58G	ERSHEY OH HENRY 58GH-ay	5000101418	432-101418	HERSHEY OH HENRY 58G	ERSHEY OH HENRY 58GH-ay	HERSHEY CANADA INC.	HERSHEY CANADA INC.	ERSHEY CANADA INC.H-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	268	REGULAR BARS	EGULAR BARSR-ay	268	REGULAR BARS	EGULAR BARSR-ay	268	REGULAR BARS	EGULAR BARSR-ay	OH HENRY	OH HENRY	H HENRYO-ay	OH HENRY	OH HENRY	H HENRYO-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.4	C4.4	4.4C-ay	C5.3	C5.3	5.3C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.2	C8.2	8.2C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	HERSHEY CANADA INC.	HERSHEY CANADA INC.	Core	Core	Core	2
101599	101599	HOT BEVERAGE 12OZ	OT BEVERAGE 12OZH-ay	5000101599	432-101599	HOT BEVERAGE 12OZ	OT BEVERAGE 12OZH-ay	GREAT CDN DISTRIBUTION CO. INC.	GREAT CDN DISTRIBUTION CO. INC.	REAT CDN DISTRIBUTION CO. INC.G-ay	LOYALTY	LOYALTY	OYALTYL-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	173	JAVASTOP	AVASTOPJ-ay	173	JAVASTOP	AVASTOPJ-ay	173	JAVASTOP	AVASTOPJ-ay	JAVA STOP	JAVA STOP	AVA STOPJ-ay	JAVA STOP	JAVA STOP	AVA STOPJ-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.3	C3.3	3.3C-ay	C4.4	C4.4	4.4C-ay	C5.2	C5.2	5.2C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	GREAT CDN DISTRIBUTI	GREAT CDN DISTRIBUTION CO. INC.	Core	Core	Core	6
101600	101600	HOT BEVERAGE 16OZ	OT BEVERAGE 16OZH-ay	5000101600	432-101600	HOT BEVERAGE 16OZ	OT BEVERAGE 16OZH-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	UNCOR HEAD OFFICES-ay	LOYALTY	LOYALTY	OYALTYL-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	173	JAVASTOP	AVASTOPJ-ay	173	JAVASTOP	AVASTOPJ-ay	173	JAVASTOP	AVASTOPJ-ay	JAVA STOP	JAVA STOP	AVA STOPJ-ay	JAVA STOP	JAVA STOP	AVA STOPJ-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.2	C10.2	10.2C-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	Core	Core	Core	2
101723	101723	COKE 355ML	OKE 355MLC-ay	5000101723	432-101723	COKE 355ML	OKE 355MLC-ay	COCA-COLA REFRESHMENTS CANADA CO	COCA-COLA REFRESHMENTS CANADA CO	OCA-COLA REFRESHMENTS CANADA COC-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	254	PSD 355ML	SD 355MLP-ay	254	PSD 355ML	SD 355MLP-ay	254	PSD 355ML	SD 355MLP-ay	COKE	COKE	OKEC-ay	COKE	COKE	OKEC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.2	C10.2	10.2C-ay	COCA-COLA REFRESHMEN	COCA-COLA REFRESHMENTS CANADA CO	Core	Core	Core	5
101845	101845	BAGGED ICE CUBES 2.7 KG	AGGED ICE CUBES 2.7 KGB-ay	5000101845	432-101845	BAGGED ICE CUBES 2.7 KG	AGGED ICE CUBES 2.7 KGB-ay	MULTIPLE MANUFACTURERS	MULTIPLE MANUFACTURERS	ULTIPLE MANUFACTURERSM-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	166	ICE	CEI-ay	166	ICE	CEI-ay	166	ICE	CEI-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.2	C4.2	4.2C-ay	C5.3	C5.3	5.3C-ay	C6.2	C6.2	6.2C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	MULTIPLE MANUFACTURE	MULTIPLE MANUFACTURERS	Core	Core	Core	4
101901	101901	COOLSTOP SLUSH MEDIUM	OOLSTOP SLUSH MEDIUMC-ay	5000101901	432-101901	COOLSTOP SLUSH MEDIUM	OOLSTOP SLUSH MEDIUMC-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	UNCOR HEAD OFFICES-ay	LOYALTY	LOYALTY	OYALTYL-ay	FOUNTAIN	FOUNTAIN	OUNTAINF-ay	290	SLUSH	LUSHS-ay	290	SLUSH	LUSHS-ay	290	SLUSH	LUSHS-ay	COOL STOP	COOL STOP	OOL STOPC-ay	COOL STOP	COOL STOP	OOL STOPC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.3	C6.3	6.3C-ay	C7.3	C7.3	7.3C-ay	C8.3	C8.3	8.3C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	Core	Core	Core	7
101903	101903	COOLSTOP SLUSH LARGE	OOLSTOP SLUSH LARGEC-ay	5000101903	432-101903	COOLSTOP SLUSH LARGE	OOLSTOP SLUSH LARGEC-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	UNCOR HEAD OFFICES-ay	LOYALTY	LOYALTY	OYALTYL-ay	FOUNTAIN	FOUNTAIN	OUNTAINF-ay	290	SLUSH	LUSHS-ay	290	SLUSH	LUSHS-ay	290	SLUSH	LUSHS-ay	COOL STOP	COOL STOP	OOL STOPC-ay	COOL STOP	COOL STOP	OOL STOPC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.3	C3.3	3.3C-ay	C4.3	C4.3	4.3C-ay	C5.1	C5.1	5.1C-ay	C6.4	C6.4	6.4C-ay	C7.1	C7.1	7.1C-ay	C8.2	C8.2	8.2C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	Core	Core	Core	7
101904	101904	COOLSTOP SLUSH X-LARGE	OOLSTOP SLUSH X-LARGEC-ay	5000101904	432-101904	COOLSTOP SLUSH X-LARGE	OOLSTOP SLUSH X-LARGEC-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	UNCOR HEAD OFFICES-ay	LOYALTY	LOYALTY	OYALTYL-ay	FOUNTAIN	FOUNTAIN	OUNTAINF-ay	290	SLUSH	LUSHS-ay	290	SLUSH	LUSHS-ay	290	SLUSH	LUSHS-ay	COOL STOP	COOL STOP	OOL STOPC-ay	COOL STOP	COOL STOP	OOL STOPC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.4	C3.4	3.4C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.2	C7.2	7.2C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.1	C10.1	10.1C-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	Core	Core	Core	9
101927	101927	OREO IC SANDWICH 125ML	REO IC SANDWICH 125MLO-ay	5000101927	432-101927	OREO IC SANDWICH 125ML	REO IC SANDWICH 125MLO-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	OREO	OREO	REOO-ay	OREO	OREO	REOO-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.1	C10.1	10.1C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	7
101933	101933	CHAPSTICK CHRY 42G	HAPSTICK CHRY 42GC-ay	5000101933	432-101933	CHAPSTICK CHRY 42G	HAPSTICK CHRY 42GC-ay	PFIZER	PFIZER	FIZERP-ay	LOYALTY	LOYALTY	OYALTYL-ay	HEALTH AND BEAUTY AIDS	HEALTH AND BEAUTY AIDS	EALTH AND BEAUTY AIDSH-ay	289	SKIN CARE	KIN CARES-ay	289	SKIN CARE	KIN CARES-ay	289	SKIN CARE	KIN CARES-ay	CHAPSTICK	CHAPSTICK	HAPSTICKC-ay	CHAPSTICK	CHAPSTICK	HAPSTICKC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.3	C4.3	4.3C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	PFIZER	PFIZER	Core	Core	Core	5
101959	101959	WRIGLEYS EXCEL WFRSH 12P	RIGLEYS EXCEL WFRSH 12PW-ay	5000101959	432-101959	WRIGLEYS EXCEL WFRSH 12P	RIGLEYS EXCEL WFRSH 12PW-ay	WRIGLEY CANADA	WRIGLEY CANADA	RIGLEY CANADAW-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	157	GUM	UMG-ay	157	GUM	UMG-ay	157	GUM	UMG-ay	EXCEL	EXCEL	XCELE-ay	EXCEL	EXCEL	XCELE-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.4	C4.4	4.4C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.3	C8.3	8.3C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	WRIGLEY CANADA	WRIGLEY CANADA	Core	Core	Core	9
101967	101967	CHAPSTICK REGULAR 4 2G	HAPSTICK REGULAR 4 2GC-ay	5000101967	432-101967	CHAPSTICK REGULAR 4 2G	HAPSTICK REGULAR 4 2GC-ay	PFIZER	PFIZER	FIZERP-ay	LOYALTY	LOYALTY	OYALTYL-ay	HEALTH AND BEAUTY AIDS	HEALTH AND BEAUTY AIDS	EALTH AND BEAUTY AIDSH-ay	289	SKIN CARE	KIN CARES-ay	289	SKIN CARE	KIN CARES-ay	289	SKIN CARE	KIN CARES-ay	CHAPSTICK	CHAPSTICK	HAPSTICKC-ay	CHAPSTICK	CHAPSTICK	HAPSTICKC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.4	C4.4	4.4C-ay	C5.3	C5.3	5.3C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.2	C8.2	8.2C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	PFIZER	PFIZER	Core	Core	Core	0
102049	102049	COKE 2L	OKE 2LC-ay	5000102049	432-102049	COKE 2L	OKE 2LC-ay	COCA-COLA REFRESHMENTS CANADA CO	COCA-COLA REFRESHMENTS CANADA CO	OCA-COLA REFRESHMENTS CANADA COC-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	252	PSD 2L	SD 2LP-ay	252	PSD 2L	SD 2LP-ay	252	PSD 2L	SD 2LP-ay	COKE	COKE	OKEC-ay	COKE	COKE	OKEC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.3	C3.3	3.3C-ay	C4.4	C4.4	4.4C-ay	C5.2	C5.2	5.2C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	COCA-COLA REFRESHMEN	COCA-COLA REFRESHMENTS CANADA CO	Core	Core	Core	2
102106	102106	HAGDAZ IC BAR VAN N ALMD 108ML	AGDAZ IC BAR VAN N ALMD 108MLH-ay	5000102106	432-102106	HAGDAZ IC BAR VAN N ALMD 108ML	AGDAZ IC BAR VAN N ALMD 108MLH-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	HAGEN DAZ	HAGEN DAZ	AGEN DAZH-ay	HAGEN DAZ	HAGEN DAZ	AGEN DAZH-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.2	C10.2	10.2C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	0
102120	102120	NESTLE COFFEE CRISP 50G	ESTLE COFFEE CRISP 50GN-ay	5000102120	432-102120	NESTLE COFFEE CRISP 50G	ESTLE COFFEE CRISP 50GN-ay	NESTLE CANADA INC.	NESTLE CANADA INC.	ESTLE CANADA INC.N-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	268	REGULAR BARS	EGULAR BARSR-ay	268	REGULAR BARS	EGULAR BARSR-ay	268	REGULAR BARS	EGULAR BARSR-ay	COFFEE CRISP	COFFEE CRISP	OFFEE CRISPC-ay	COFFEE CRISP	COFFEE CRISP	OFFEE CRISPC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.2	C10.2	10.2C-ay	NESTLE CANADA INC.	NESTLE CANADA INC.	Core	Core	Core	7
102169	102169	HD BAR MILK CHOC 88ML	D BAR MILK CHOC 88MLH-ay	5000102169	432-102169	HD BAR MILK CHOC 88ML	D BAR MILK CHOC 88MLH-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	HAGEN DAZ	HAGEN DAZ	AGEN DAZH-ay	HAGEN DAZ	HAGEN DAZ	AGEN DAZH-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.2	C4.2	4.2C-ay	C5.3	C5.3	5.3C-ay	C6.2	C6.2	6.2C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	5
